歌曲	蓝光	高清
武装	http://m1.music.126.net/puTexjc7B8KGkU30mtrkbg==/998356558028918.mp3	 http://m2.music.126.net/7oGJUPTw57haiF-UX1BwPA==/1066526278951175.mp3
时光机	http://m2.music.126.net/TNv48AjVmmwgfwGIdhvOLw==/1028043371978780.mp3	 http://m1.music.126.net/BlP0f0KpWp4ICk0BMKlVnw==/1135795511500923.mp3
我们(时时刻刻)	http://m2.music.126.net/X1paePT7MIjFNDkXzZjbMg==/5647091720279392.mp3	 http://m2.music.126.net/GfdEl_okOwrelcr1FTvesQ==/5692171696998132.mp3
在这一秒	http://m2.music.126.net/5oQcZ7oMW5sSmupY1uCQxw==/2016504325352442.mp3	 http://m1.music.126.net/6zNX3Si642lpOVvjltRosQ==/1985717999775243.mp3
生命有一种绝对	http://m1.music.126.net/6j4Qg4pqqm6Iyyf90M5lWg==/1135795511500924.mp3	 http://m1.music.126.net/diCOFAnauuH7-uiVUmnGjA==/998356558028919.mp3
王子面	http://m1.music.126.net/CcbU1-ZAMj0VvxR6lHVtrg==/2106664278830195.mp3	 http://m1.music.126.net/QadGasr5FwIAe05rb3SuSA==/1996713116053036.mp3
小时候	http://m1.music.126.net/s_s_p0w5ze-XM_WkC_dUow==/1985717999775245.mp3	 http://m2.music.126.net/EdVzmpTCzhgkvKv9m2zaVA==/2023101395119126.mp3
阿姆斯壮	http://m2.music.126.net/saa8KwRejHSnjtN04C0FVg==/1333707604500214.mp3	 http://m2.music.126.net/M2V1M3Mcct3Y_6qHfdKuhQ==/1358996371939220.mp3
92全运会纪念演奏曲	http://m1.music.126.net/v1lYef477lmR1JB2j9_O2g==/1321612976594687.mp3	 http://m1.music.126.net/VlsRVx0Iao-d93qGvzmA9g==/1278732023111773.mp3
92全运会开幕表演音乐(跃动北县篇)	http://m2.music.126.net/MiSwPmZVnCWrmcrOlz66Qw==/1277632511483998.mp3	 http://m2.music.126.net/jpSdnaB156-ZG2avcHYcRg==/1254542767300304.mp3
92全运会闭幕表演音乐(活力e时代篇)	http://m1.music.126.net/AwULo7rWUktr-5C2sSNMJQ==/1254542767300306.mp3	 http://m1.music.126.net/rY30-Dy1XUCJGfbLWlAPYQ==/1254542767300307.mp3
阿姆斯壮(伴奏) - instrumental	http://m2.music.126.net/RtI2FQRAFNz4N-88yuk4UA==/1254542767300309.mp3	 http://m2.music.126.net/DHRJamgOEj12CmTNsdDvUg==/1254542767300310.mp3
八月爱人	http://m2.music.126.net/dHoodB-3Iew357rwtMN-Ow==/1895558046334845.mp3	 http://m2.music.126.net/IpX0GP8m57pkDCayPXMzpg==/1877965860290777.mp3
金色大街	http://m1.music.126.net/z2wPKFEUX7jbKzJ_8Ehhlg==/1892259511451507.mp3	 http://m1.music.126.net/0ztTeCsZ9d6ZcqJmm2L9tQ==/1872468302151887.mp3
虚弱	http://m2.music.126.net/LNrUNXnSnE0avlV6Fegp7g==/1877965860290778.mp3	 http://m2.music.126.net/xSimxQEhX-NJGU6DS5cD2A==/1874667325407443.mp3
不见不散	http://m2.music.126.net/6-5k7DFQozqrV4xY9xcd9g==/5857098441188183.mp3	 http://m2.music.126.net/wadX3OCzxqdA5hL3jPzThA==/5858197952816045.mp3
终结孤单	http://m1.music.126.net/zu3Hk1VsxNwQUjVs5u1dkw==/1045635558023110.mp3	 http://m2.music.126.net/7DFKKQExSBjsnfjPNU3R4A==/1052232627789809.mp3
温柔	http://m1.music.126.net/ylkNHXY9M0UoNWed9TMJ0Q==/3268848069478480.mp3	 http://m1.music.126.net/IOgydfxyDnYDPoT_wq2gCA==/3263350511339649.mp3
疯狂世界	http://m1.music.126.net/by3pO7STvTD_IRW6NSz-OQ==/3256753441575924.mp3	 http://m1.music.126.net/VNShIJHKsauI7_pk-YzoYA==/3251255883436353.mp3
拥抱	http://m1.music.126.net/OLXuLTeh19uB-8waNuS6bA==/3263350511339650.mp3	 http://m1.music.126.net/QfZmeag7QFQzi4iytg9MBQ==/3335918278765098.mp3
彩虹	http://m2.music.126.net/Cwi_5nItRzHNrmRW3bD9JQ==/3251255883436696.mp3	 http://m2.music.126.net/2uV9fVq_U8UZ_-Z9tB_xOw==/3377699720628650.mp3
爱情的模样	http://m2.music.126.net/-lbj7zEwjrwCjIz-qCPIuw==/3256753441575922.mp3	 http://m1.music.126.net/OholXeBkajzkm_WR9xHTcQ==/3251255883436352.mp3
在这一秒	http://m1.music.126.net/nh-FUB-GvW_JiOOKjbpN7w==/3335918278765099.mp3	 http://m2.music.126.net/ygCVWANXb6VMl8B8dLSrgw==/3356808999701439.mp3
摇滚本事	http://m2.music.126.net/bH3VDfYPoFZYWSNwPf4cxQ==/3377699720629578.mp3	 http://m1.music.126.net/jbuFBCSqswRQI_mbQlZpdA==/3266649046223078.mp3
人生海海	http://m1.music.126.net/8nWfFK_wf45vBIc9kvFN0g==/7885697395370929.mp3	 http://m2.music.126.net/ngAc7nrA9Xx0-r0x4qw1Lg==/2910407280762252.mp3
生命有一种绝对	http://m2.music.126.net/YaIt31K7Pd1IFatWTwvISw==/3356808999701440.mp3	 http://m1.music.126.net/EaFR9NwYW4H_3RroCwlIZQ==/3268848069478482.mp3
爱情万岁	http://m1.music.126.net/_Y0vZoUJYekjn67igbZ28Q==/3263350511339648.mp3	 http://m1.music.126.net/0oK32nzc-mMRwf5FHdAOOA==/3335918278765096.mp3
透露	http://m2.music.126.net/x1Cu0fl6n6qzF4MHH9DD7g==/3266649046223079.mp3	 http://m2.music.126.net/pdP-YbxMs-_UcMAlI1ZJ8g==/3256753441575926.mp3
我	http://m1.music.126.net/_Hqij70UKJwWwj5Kh_4BMw==/1079720418484421.mp3	 http://m2.music.126.net/XEszB_bjGUylKnceG87y0g==/1045635558023112.mp3
闯	http://m2.music.126.net/N2Rt7Iy7_9uShtS8_MV3Gg==/3251255883436695.mp3	 http://m2.music.126.net/7Nqpd-aBSzPydTpbk-NiNA==/3377699720628649.mp3
摇滚本事	http://m1.music.126.net/vFFZWPM1zHnAw0uLp0TTiA==/1142392581268561.mp3	 http://m2.music.126.net/HyIL4iHkD071TZ0KZC5vrQ==/1142392581268559.mp3
生命有一种绝对	http://m1.music.126.net/4gGEwmgBjWXDXKAlvjAs7A==/1157785744057566.mp3	 http://m2.music.126.net/7a_eHmoVzNgCPGFozDnkPA==/1142392581268563.mp3
我	http://m2.music.126.net/m3giR9EbOBFxdc9WaacKuQ==/1157785744057570.mp3	 http://m2.music.126.net/SHO32vPyIqEzdB8-L_g11Q==/1157785744057568.mp3
闯	http://m2.music.126.net/2xysw_0MhQLzHoTKp1A7mA==/1157785744057574.mp3	 http://m1.music.126.net/zq7bt-yGGLSdbKJEv-MlNQ==/1157785744057572.mp3
一颗苹果	http://m2.music.126.net/JmHUDGRFm9LnoA7Hl-G79A==/1062128232439987.mp3	 http://m1.music.126.net/1tj9jamNXN2BgImGRRiwnQ==/1107208209178700.mp3
能不能不要说	http://m1.music.126.net/VuiL1TpD0tJ-FP5xukareA==/1110506744062067.mp3	 http://m2.music.126.net/9jWaRjaPXZveJPJxNEdmdg==/1141293069639772.mp3
好不好	http://m2.music.126.net/GBVxGkZ4R_wA_XTPKufE2A==/1187472558006599.mp3	 http://m2.music.126.net/Urd_sVa9aMatZvuFfxBzxg==/1178676464984390.mp3
相信	http://m2.music.126.net/JdFjwsZa3RtJL8whTwTRxQ==/1054431651045278.mp3	 http://m2.music.126.net/Ak_SBYhcrYSXrgQRuXMNhw==/1046735069650925.mp3
Ok啦	http://m1.music.126.net/PvNTB8oIFKa74rAfDmIdZg==/1107208209178702.mp3	 http://m2.music.126.net/V0oFbmZsoIwIzMH_5NTb8Q==/1011550697562279.mp3
借问众神明	http://m1.music.126.net/DmojSGq1JG6INAuzaelOKQ==/1141293069639774.mp3	 http://m2.music.126.net/FgD7za43T1eZDH05i0QVug==/1062128232439989.mp3
永远的永远	http://m1.music.126.net/vG726-qpl3w88B1mrVaCGA==/1178676464984392.mp3	 http://m2.music.126.net/pkor7FRGlttjK0umWiHhXg==/1110506744062069.mp3
彩虹	http://m1.music.126.net/wF2puvSDa7cHRupl9rW_VQ==/1046735069650927.mp3	 http://m1.music.126.net/AUpfakqPjdZOlVkIPxXweA==/1187472558006601.mp3
啾啾啾	http://m1.music.126.net/V-xdiElO3gJpBQhh2P5VRw==/1011550697562281.mp3	 http://m2.music.126.net/6k0qgtHsNTnnKdU5zWAWAg==/1054431651045279.mp3
纯真	http://m1.music.126.net/O1dgPQfezWqHzIMgf6wOGA==/1062128232439991.mp3	 http://m1.music.126.net/YvcRlho7nR-VAnPFHc6-Lg==/1107208209178704.mp3
候鸟	http://m2.music.126.net/02Q2oNhB4NGXNIHi4Uoq0w==/1141293069639778.mp3	 http://m2.music.126.net/gTdxbe623BrlS91j8xy4ig==/1141293069639776.mp3
人生海海	http://m1.music.126.net/rF5w3sbbvusVJfyt3yg0lw==/2936795559822810.mp3	 http://m1.music.126.net/gZL55LQoJidwTi2j4ngO1g==/2920302885430211.mp3
鲨鱼摇滚	http://m2.music.126.net/vtvEt-EAyd_23zxrHRGZJA==/2042892604418126.mp3	 http://m1.music.126.net/ET9-pP_jxyItl0fyFOMCGw==/2082475023018456.mp3
罗密欧与茱丽叶(候鸟迷幻混音版) - remix	http://m2.music.126.net/AB1Jv0ir7Ze_Tg9Cu82hwg==/2061584302090238.mp3	 http://m2.music.126.net/iJ72x--fpJLNtzPBVWD-xw==/2015404813723739.mp3
火花一般	http://m2.music.126.net/cnzr8MQLJKAZRFqdpjnXQQ==/2061584302090242.mp3	 http://m1.music.126.net/RDBQso0lbdNH15GQFgKBig==/2061584302090240.mp3
候鸟	http://m1.music.126.net/7xcR2zSzQnmbs6fkBHSSpg==/2061584302090246.mp3	 http://m2.music.126.net/YFNCK99ZE4vKU8R5BOyoJw==/2061584302090244.mp3
海豚的歌	http://m2.music.126.net/J2K9R3bqcqNTMxrDigLvUw==/2061584302090250.mp3	 http://m1.music.126.net/OU0ovEXv1WNrPxoY0g1kYA==/2061584302090248.mp3
左键	http://m2.music.126.net/vxhppofdNlzyDTvzkfZ6aA==/1998912139307572.mp3	 http://m2.music.126.net/PBqnHnOiXQC4hJUX2Av29w==/2102266232318022.mp3
旅途上	http://m2.music.126.net/BHQSLiKu7SqGgSGL0PxTTA==/2106664278829144.mp3	 http://m1.music.126.net/RSBq1MUJjODOU1SzIzNByg==/1987917023029776.mp3
企鹅午后	http://m2.music.126.net/xSbFyx9nN1zEvirR1ZwaNg==/2094569650923570.mp3	 http://m2.music.126.net/VnEFS5Iivkn6fquIHYYUgQ==/2094569650923568.mp3
公路电影	http://m2.music.126.net/rxKzoAHqVz3StQAMfY9NVA==/2094569650923574.mp3	 http://m2.music.126.net/Qqw2FWw6VuvXMrRLnaXJPA==/2094569650923572.mp3
年华	http://m2.music.126.net/An9-1dohwymfO_W1Pszb-A==/2094569650923578.mp3	 http://m1.music.126.net/CUV42SYl9Ij6KiLWOrzYSg==/2094569650923576.mp3
一个人的表情	http://m2.music.126.net/bMOnT66rwYqzNabmI26BsA==/2102266232318007.mp3	 http://m2.music.126.net/enIykMPiZfvG6P43BCqcMQ==/2094569650923580.mp3
金赛的迷惑	http://m1.music.126.net/dcTmghg9VcUFTNdpPl2GWw==/2082475023018458.mp3	 http://m2.music.126.net/7phO-Bkavs6XTsnKLd8I-Q==/2073678929996238.mp3
…的愉快	http://m2.music.126.net/beT5yo3SQCD2WPeYU_aPuA==/2015404813723742.mp3	 http://m2.music.126.net/AFaOMTxeqLJkShL-lvW06g==/2042892604418128.mp3
为什么(今日的爱情)	http://m2.music.126.net/z_Tu3xcO1LJgGX-6A-Sg9w==/1040137999884190.mp3	 http://m1.music.126.net/aOJb1KG6xRtM43lnQBry6A==/1040137999884188.mp3
终结孤单	http://m1.music.126.net/ByL--VqPWCYSKhP8e041hA==/1040137999884194.mp3	 http://m2.music.126.net/-_tA0yz-3cG2XpalIc4I4w==/1040137999884192.mp3
明白	http://m1.music.126.net/dRyeSZjr6Va2Y-HGEjjdWQ==/1170979883589911.mp3	 http://m1.music.126.net/bTzxg_3Dh8T4lCZ1oMjGAw==/1040137999884196.mp3
心中无别人	http://m2.music.126.net/Nb_2zVIM5cemrgkmw4R7Hg==/1211661813817332.mp3	 http://m2.music.126.net/bqFeJNYT9atsn31-688r_g==/1178676464984347.mp3
有你的将来	http://m2.music.126.net/mVDeOwjbALCFWzMTV9i1Tw==/999456069656622.mp3	 http://m1.music.126.net/V9Kyz34aKtt_tlNhk4fmVg==/1214960348700662.mp3
憨人	http://m1.music.126.net/bpVyItxNsFcNPHLebQNhZQ==/999456069656626.mp3	 http://m1.music.126.net/rbozU2kqHWR1Hd3NplGA1Q==/999456069656624.mp3
叫我第一名	http://m2.music.126.net/MaVa5_GxrXNUz0vbWnHCIA==/999456069656630.mp3	 http://m2.music.126.net/Usjb1m9TDX9lVA3r1C2Ybw==/999456069656628.mp3
雨眠	http://m1.music.126.net/YA7hqZOpKbqQFw_RjKdkLg==/999456069656634.mp3	 http://m2.music.126.net/0E3_Hr2TIIROMK06KP0fzA==/999456069656632.mp3
罗密欧与茱丽叶	http://m2.music.126.net/L2LPEcCw7BPyJ4_G1HnVnw==/1126999418478675.mp3	 http://m2.music.126.net/-YZ6CKQRxZgMdvm4EXm9KQ==/1207263767306399.mp3
温柔	http://m2.music.126.net/XRdIYLXmsa6MHv34X4-81g==/1213860837072886.mp3	 http://m1.music.126.net/VUiuRz_pN5mass76RBXU5Q==/1017048255700978.mp3
爱情万岁	http://m1.music.126.net/BphOLS6XInmqFCFFZe3lIg==/1207263767306400.mp3	 http://m1.music.126.net/CjaiHl_fA6pBOKBiH2FE_g==/1209462790561887.mp3
反而	http://m2.music.126.net/2gghwvw8Rw8_IK78LtI9RQ==/1017048255700979.mp3	 http://m2.music.126.net/Q5P6CYqViYR6p2W3WZ1DHw==/1126999418478676.mp3
疯狂世界	http://m1.music.126.net/T4uSTjJ40QWGXPFh15GgtA==/1147890139406697.mp3	 http://m1.music.126.net/mv0sF2I0H6GVVKFjHyATKw==/1136895023128737.mp3
拥抱	http://m2.music.126.net/5avsR7i_GUoF_bdpl7QphQ==/1191870604517490.mp3	 http://m2.music.126.net/yuVM7tWQByrKTpTX1IU91g==/1198467674284153.mp3
透露	http://m2.music.126.net/zJ3V_iS59pcbm_ljOjtsag==/1004953627795618.mp3	 http://m2.music.126.net/o06-GSoIhyEiaENIj2Nwig==/1107208209178735.mp3
生活	http://m2.music.126.net/uUsDWFn2fgU-nVyyWBAK6A==/1131397464989786.mp3	 http://m2.music.126.net/Caj_fXwluTLszQFg6CAuog==/1008252162678949.mp3
爱情的模样	http://m2.music.126.net/BnZ0_9lWLVbhjlw7SJl--A==/1136895023128739.mp3	 http://m2.music.126.net/HSWLe5P4_H9YTtYoZtNiIA==/1099511627784425.mp3
嘿！我要走了	http://m2.music.126.net/ejRSax84qn42wkZRy7NR7Q==/1198467674284155.mp3	 http://m1.music.126.net/1eun1wZremAai_90XNjaRQ==/1147890139406699.mp3
轧车	http://m1.music.126.net/gFoDC0UGhwvUU6WC-zqgeg==/1107208209178737.mp3	 http://m1.music.126.net/POaTxWSgkHk7wVw3w-7hsA==/1191870604517491.mp3
志明与春娇	http://m1.music.126.net/7K9RNnpAezC7HquOeRtJZA==/1008252162678951.mp3	 http://m1.music.126.net/kHVcHcoGMO7RtmPQ6e0flQ==/1004953627795620.mp3
HoSee	http://m1.music.126.net/ydzontt3DzGVOqaQDDv24w==/1099511627784427.mp3	 http://m2.music.126.net/Iq_mJBQvM_YTQX1kLjGJuw==/1131397464989788.mp3
黑白讲	http://m1.music.126.net/qr9TGaPy1vTDAOOX3_u9Fg==/1147890139406701.mp3	 http://m2.music.126.net/QXTLm8vFNPwauKG3-UgPVQ==/1136895023128741.mp3
I Love You 无望	http://m1.music.126.net/UMLGEoYtZZrKIv7gLqh52A==/1191870604517492.mp3	 http://m1.music.126.net/zIAXJ_DhlN3ApRzwrelIew==/1198467674284157.mp3
风若吹	http://m1.music.126.net/ooHKVD_vBE4AxgfULs7uIw==/1004953627795622.mp3	 http://m2.music.126.net/id6VDWLwREZUmBM0I-_nYQ==/1107208209178739.mp3
