歌曲	蓝光	高清
超人不会飞 - (内地版)	 http://m2.music.126.net/lGEwiSH33J1aEhsVMVQGYg==/7981354907480929.mp3	 http://m1.music.126.net/Nx1fCErGLsl41Gt_ECOJZQ==/7981354907480927.mp3
Bad Boy(live版)	 http://m2.music.126.net/WlfFCIrDNX--Zbk4L-7W4g==/5840605766746697.mp3	 http://m1.music.126.net/TWqeRiVt-CaeR1aezHLxfQ==/5795525790009258.mp3
阿爸	 http://m2.music.126.net/x6GjejATRk-8Ht6jyJ9Z3Q==/5688873162162066.mp3	 http://m2.music.126.net/KkOlzdzUCbUyV2Q-AXAjdA==/5688873162162064.mp3
蛇舞 (Live) - live	 http://m1.music.126.net/bwLMOeQjFGhrO2-BImRCwQ==/7926379325714632.mp3	 http://m2.music.126.net/ljGF5MBWulis58phCKt9hg==/7926379325714630.mp3
黑色幽默 (Live) - live	 http://m2.music.126.net/GnIEaitjzxSqiDAG1tSjNg==/7997847581905338.mp3	 http://m1.music.126.net/WYYP8wXN8I4Z4v_-jDxH2w==/7747158930386783.mp3
你是我的OK绷 (Live) - live	 http://m2.music.126.net/4DpHlyTNl2ReTI9UlvsWhw==/7747158930386784.mp3	 http://m2.music.126.net/7ihBUEL6B8oBtEfY6BbKcQ==/7935175419120628.mp3
眼泪成诗(Live)	 http://m2.music.126.net/9cG7FK9uGmBz1_r5iTY_5Q==/7766950139806345.mp3	 http://m1.music.126.net/1sYuSvynT1F3WmgsIFp4qw==/3269947581457001.mp3
说好的幸福呢+淘汰+青花瓷 (Live) - live	 http://m1.music.126.net/xYaZ-ox_2q78d7kVFxkVkQ==/7747158930386796.mp3	 http://m1.music.126.net/qDYxUDkdQslvk1YlD6ogLA==/7747158930386794.mp3
爸我回来了+心事谁人知 (Live) - live	 http://m1.music.126.net/RewjzGGDK8hQ3WLlqPrjng==/7949469070280768.mp3	 http://m1.music.126.net/3GXYCfbmR8fNsLzNW4uCYA==/7751556976911230.mp3
爱的飞行日记 (Live) - live	 http://m2.music.126.net/CiutmRCnVWxIAtSWbaLR5w==/1379887092867733.mp3	 http://m1.music.126.net/Gqcu0cs4_MQPmaGIQ5c-2g==/3285340749175608.mp3
给我一首歌的时间(live)	 http://m1.music.126.net/XJsNwkmdukgvw5wGKRWjlg==/3224867607488161.mp3	 http://m1.music.126.net/pRSrsvM42ckQKuoCxwBocA==/3239161258629431.mp3
兰亭序 	 http://m2.music.126.net/y10_pv1sqNAumwhGCMtl8A==/6024224209260386.mp3
天地一斗	 http://m2.music.126.net/bk_qf447TCC6auTKbc87Lg==/2003310185818906.mp3	 http://m2.music.126.net/8s_nRZI4a0yifA4beVL6JA==/2109962813713318.mp3
麦烝玮	 http://m2.music.126.net/youRrLtEQP7zBGWXhFvwZQ==/1275433488233945.mp3	 http://m1.music.126.net/E-7A1jbWLPAAlnPIhgL6kg==/1310617860324147.mp3
黄浦江深	http://m2.music.126.net/WJ4nB-bQOrfkad3Ri9xPSA==/1015948744071522.mp3
康定情歌	http://m1.music.126.net/1kkr73ZMo0rr9RWdgUIPPw==/1125899906849129.mp3
惊叹号	 http://m2.music.126.net/RyMyFuseGNlRAZoIeIvBUw==/3387595327402153.mp3	 http://m1.music.126.net/9qjJG4zAy86eLbQw5EGxYA==/3387595327402151.mp3
迷魂曲	 http://m1.music.126.net/idaw4ISZmqZbh9w0ZN3AJA==/7704277977980082.mp3	 http://m1.music.126.net/AIDamB9d05GWZlk-zGCCAQ==/7704277977980080.mp3
Mine Mine	 http://m1.music.126.net/U2S1XlczV5q8iuBLdbdbVA==/7772447697838784.mp3	 http://m1.music.126.net/-NPFqzQMcZeIn6nCUu_Q8g==/7772447697838782.mp3
公主病	 http://m2.music.126.net/K-ntfF7wg_FD6lXLYvMFNQ==/7772447697838787.mp3	 http://m1.music.126.net/g2AEmlsZd1cW-yT-kh7zUQ==/7772447697838785.mp3
你好吗	 http://m1.music.126.net/eanK7KN4X_qbddTt01VwTA==/7772447697838790.mp3	 http://m1.music.126.net/ytHXDFAqu2Qb3GzdRVgmoQ==/7772447697838788.mp3
疗伤烧肉粽	 http://m1.music.126.net/NlQg8iZcTfoEW_KCENCcfg==/7772447697838793.mp3	 http://m1.music.126.net/HK0il3_e7t3jepTbI-WMDw==/7772447697838791.mp3
琴伤	 http://m2.music.126.net/jxeegeMsLzmfXfDBzYIGpQ==/7945071023769315.mp3	 http://m1.music.126.net/EyzsxJIZEP4-6KamWb3xQQ==/7772447697838794.mp3
水手怕水	 http://m1.music.126.net/lrboXfojCmvZSK2felHL0Q==/7945071023769318.mp3	 http://m1.music.126.net/IxP2MEvNGQ5DQA1Ejhk0bw==/7945071023769316.mp3
世界未末日	 http://m1.music.126.net/8FGJBxbDSHC_2T4myj_z9Q==/7945071023769321.mp3	 http://m2.music.126.net/_RIAqR2ixaq7h5qFd_QBRg==/7945071023769319.mp3
皮影戏	 http://m2.music.126.net/IkbdGtlZCCirJVmbm9bEIg==/7945071023769324.mp3	 http://m1.music.126.net/qAWBaTnYcQwijmJziqe6Tg==/7945071023769322.mp3
超跑女神	 http://m1.music.126.net/BI_GeT5pMA59WP2IJuQw2A==/7742760883875629.mp3	 http://m2.music.126.net/ZTr4y2UVywrndjf-uyGJQQ==/7945071023769325.mp3
烟花易冷 - 现场版	 http://m2.music.126.net/HlElKXD2AG125OhsYJQRmw==/7748258442074360.mp3
自我催眠	 http://m2.music.126.net/mKmRd1Bk2og1OovrELJ09A==/7981354907391712.mp3
四季列车	 http://m1.music.126.net/d0kFjtxgbsToyH0TL1xXsQ==/7943971512140364.mp3	 http://m1.music.126.net/verw4o_0goOaHHZPprfIpQ==/7998947093529910.mp3
手语	 http://m1.music.126.net/jPHaYh6MDNHpdbq44hkUlg==/7932976395862472.mp3	 http://m1.music.126.net/e7QLDISKpFvF_llmPGgFkA==/7897792023449084.mp3
公公偏头痛	 http://m1.music.126.net/6DE8XVfM_PWVXUyhx8rlVw==/7902190069960237.mp3	 http://m1.music.126.net/ANVEKJKrukABugic2rROEA==/8002245628412700.mp3
明明就	 http://m2.music.126.net/eA6rd6eYM0I0g4Q2pRE2SQ==/1307319325439745.mp3	 http://m1.music.126.net/JDqOT9VubuX9xFCseQXvgg==/1287528116139719.mp3
傻笑	 http://m1.music.126.net/b1Q0KT9Qcitzxal-n9BCOg==/7932976395863893.mp3	 http://m2.music.126.net/wqWkKa5N9j4uWv8Hkaktpw==/7897792023449085.mp3
比较大的大提琴	 http://m1.music.126.net/Ocr0ceXRluGxMeqQfZCqIg==/1313916395206513.mp3	 http://m2.music.126.net/DiOUPn9y2S8lXtPAnxA0WQ==/1313916395206511.mp3
爱你没差	 http://m1.music.126.net/O1S8f65E28cJ75rXzCkqqA==/7943971512140365.mp3	 http://m1.music.126.net/omun_-2FF5k__g-h7uD7Fw==/7998947093529911.mp3
红尘客栈	 http://m1.music.126.net/ucy7dtSjcjdF0m0AMT-uLQ==/1318314441717262.mp3	 http://m1.music.126.net/E2p-Mp4OQjfScAc5klSzwg==/1242448139401143.mp3
梦想启动	 http://m2.music.126.net/0sG8YCU6tK92AYBX9i-Cbg==/1289727139396199.mp3	 http://m2.music.126.net/XDqjDjshU3UoAqdLtkp1Hg==/1316115418463223.mp3
大笨钟	 http://m2.music.126.net/q9Jp6uOrL77xftN9ufyA0w==/1313916395206517.mp3	 http://m2.music.126.net/oRQv4oERxSowmTt57CadUw==/1313916395206515.mp3
哪里都是你	 http://m1.music.126.net/sUsrZS6aH6gDnrW7Dp1EEg==/1289727139396200.mp3	 http://m2.music.126.net/5hIjY97jCtqAabAcVp4dIQ==/1355697837062909.mp3
乌克丽丽	 http://m1.music.126.net/U2c9c9NP-8xTEPm5zaJG3A==/7902190069960238.mp3	 http://m1.music.126.net/0_RAPH_xR3YRosgmtoWkZw==/8002245628412701.mp3
爱我别走(Live)	 http://m2.music.126.net/xxgCO2uFNioE3uPbmmMcTw==/5836207720250560.mp3
波爷	 http://m2.music.126.net/HkvOIa9DMPauAa38qK8zxA==/7949469070278547.mp3	 http://m1.music.126.net/VfapvdFsnnQfOpjRc2eiVg==/7943971512139859.mp3
天台	 http://m2.music.126.net/zYBO8RgOEwgC_wbDltPb_Q==/7943971512139860.mp3	 http://m2.music.126.net/-d3oeWDCf6yWRV60sDtJrA==/7941772488884502.mp3
打架舞	 http://m1.music.126.net/rMlV-Oqo5bdzXfpr7o4zSA==/7993449535389056.mp3	 http://m1.music.126.net/DTN8ueWpB-xM2zUgDd9kqw==/7932976395862462.mp3
大明星	 http://m1.music.126.net/4yjePrbe2BbzHeFMN3tiwg==/7949469070278554.mp3	 http://m1.music.126.net/647KEhZpEf-Yma3WNVvmrg==/7943971512139866.mp3
天台的月光	 http://m2.music.126.net/m_zggommdEK_ZsF_x2jRnA==/8002245628412689.mp3	 http://m2.music.126.net/SwZbWOuiZsZCmdKHdOuvfg==/7939573465626533.mp3
狗仔舞	 http://m2.music.126.net/Oz5af4NKje8MXyotBamUAw==/7897792023449074.mp3	 http://m2.music.126.net/trgrAIlFxfaN03kduygMOg==/7978056372595668.mp3
可爱女人/她来听我的演唱会/世界末日(Live)	 http://m1.music.126.net/8OM-GLG1LhfdyS2FuMMByw==/8002245628651838.mp3	 http://m2.music.126.net/Tbfzozd8GAWl5tcndSNoLA==/7860408628082425.mp3
你怎么说+红尘客栈+千里之外	 http://m2.music.126.net/eqjP0VHscbl4Ig9FyN3-Fw==/1282030558026006.mp3	 http://m2.music.126.net/XVin2gVQmb7lzHnwbqDoGg==/1282030558026004.mp3
小小 - Live	http://m1.music.126.net/wblEp3DTKqbZKRnYBdCdDg==/7861508139829835.mp3
嗯嘛demo	 http://m2.music.126.net/KwKQQqJ9snuiqlgL7yg9tA==/7722969674502552.mp3
明明白白我的心(Live)	http://m2.music.126.net/GaMFFXoaukAQjPOQrhSCaA==/3294136838108462.mp3
阳明山	 http://m2.music.126.net/9uuScsWbfaYwf3Ii63Jr9w==/3223768095167992.mp3	 http://m1.music.126.net/l-IGSjnRjQ8YhnImwYYteQ==/3247957350942813.mp3
窃爱	 http://m2.music.126.net/WptV0FNqpmLwsvyXHP4hiA==/2533274792968812.mp3	 http://m2.music.126.net/1B2gKK2SEi0orxsYi2ctZQ==/3235862723062800.mp3
算什么男人	 http://m2.music.126.net/-3ZXg9OAUXfmxaH2ri6epg==/3235862723004746.mp3	 http://m1.music.126.net/GHgBdAwmZYrO0GnIf7TwEA==/3242459792761675.mp3
天涯过客	 http://m1.music.126.net/ceFxi-KpneDPNbPyOqQAsQ==/3245758327682879.mp3	 http://m1.music.126.net/xh5H-eKGMw_8bwMVSMLQrw==/2533274792968814.mp3
怎么了	 http://m2.music.126.net/rBt_IoSW_nY6OL4fFZizKw==/2532175281340701.mp3	 http://m2.music.126.net/It_LZLx3--TOcbLp7I970Q==/3223768095167994.mp3
一口气全念对	 http://m2.music.126.net/cLxe4qO3iyaXf5LU4FKZ1w==/3247957350936889.mp3	 http://m1.music.126.net/jKqXXBmgM1mY28HXrOoWCw==/3245758327682881.mp3
我要夏天	 http://m1.music.126.net/QmGpjMTHH8umTKonXKm1ng==/2540971374352468.mp3	 http://m2.music.126.net/jbEzC-O8V1KJtXaYzawt6A==/2532175281340699.mp3
手写的从前	 http://m2.music.126.net/dGpxzld-XaokuOdbMKzGrA==/2533274792968816.mp3	 http://m1.music.126.net/o_KOywrg7xqq7UZZMozl_Q==/3235862723062802.mp3
鞋子特大号	 http://m2.music.126.net/lQP2REO677NmHcF3OR8ziw==/3246857839227042.mp3	 http://m2.music.126.net/K7ewyxZS9PtWVV7cfCFGKw==/2529976258037826.mp3
听爸爸的话	 http://m1.music.126.net/z--O0q9D3Lp8VxBO8ARt_A==/2532175281340697.mp3	 http://m2.music.126.net/EUmwP2IeuTxlSEkcQCwZ8A==/3223768095167990.mp3
美人鱼	 http://m1.music.126.net/ifQl5rRffetn6kZRiw7Msw==/3247957350943257.mp3	 http://m1.music.126.net/iIyOIya6xd56OfThj2ua8w==/3245758327682877.mp3
听见下雨的声音	 http://m1.music.126.net/yAjtuLE_Ics1UUrMTaTZ-w==/3235862723062801.mp3	 http://m2.music.126.net/H3CafGUjYKOsQn93tXm_iA==/2540971374352466.mp3
双截棍 + 惊叹号 - live	 http://m1.music.126.net/0favGg1pyjSyL4BioPgo_w==/6645448279772944.mp3
说好的幸福呢 + 安静 - live	 http://m2.music.126.net/8z21IdYPXe2lw1pfZKJN4Q==/6645448279773145.mp3
青花瓷 + 阳光宅男 - live	 http://m1.music.126.net/dayfgE0fn3tk2-kZhbLSZQ==/6653144861206954.mp3
淘汰 - live	 http://m1.music.126.net/CTAmS6fgDHwyjhQdXMil3A==/3224867607356172.mp3
简单爱 - live	 http://m1.music.126.net/xvNUEUf4vSfZe6cj12qJFg==/3246857839888650.mp3
夜店咖	 http://m2.music.126.net/UqDSWkeM0bu3NraFZjpzLw==/6621259023787701.mp3	 http://m1.music.126.net/FOSX_te2uiumTSlSv-SwaA==/6637751698206084.mp3
Try	 http://m2.music.126.net/br7-pupnaiRuOAgpRP149w==/1364493966329080.mp3	 http://m2.music.126.net/8bWonrsaWArBvJg9rh1M_Q==/3301833420243515.mp3
